article_id	author_id
2127	272
137462	273
147496	274
125106	275
10025	276
130801	277
78304	278
13901	279
13758	280
101829	281
93369	282
25837	283
118481	284
47445	285
22972	286
5970	287
66172	288
84318	289
160789	290
148846	291
37814	292
65827	293
136570	294
132827	295
113307	296
139208	297
22842	298
62250	299
116505	300
125318	301
126847	302
33067	303
19702	304
150339	305
123382	306
10984	307
145556	308
50775	309
68061	310
152585	311
96656	312
104118	313
138995	314
101085	315
133621	316
96374	317
13984	318
130153	319
51749	320
87904	321
87198	322
127977	323
21697	324
84386	325
3694	326
115448	327
167002	328
107390	329
86781	330
134413	331
48266	332
6558	333
141347	334
165689	335
84916	336
18805	337
35850	338
165633	339
96591	340
115518	341
25870	342
25632	343
131442	344
4472	345
15976	346
152714	347
54911	348
61552	349
59824	350
141370	351
143881	352
120636	353
14157	354
61365	355
57990	356
154166	357
88916	358
71459	359
131293	360
96043	361
98051	362
59237	363
35442	364
97818	365
29204	366
396	367
115008	368
77242	369
161007	370
151423	371
15978	372
99088	373
166925	374
18503	375
81646	376
154930	377
120136	378
118044	379
101394	380
157497	381
148634	382
125219	383
122991	384
153253	385
18927	386
81687	387
90787	388
86815	389
127465	390
81334	391
84677	392
13623	393
78274	394
47228	395
154742	396
108276	397
82344	398
79563	399
30721	400
65729	401
164350	402
84224	403
162043	404
159582	405
54318	406
163834	407
151322	408
76467	409
41629	410
116710	411
86719	412
42005	413
99040	414
137991	415
2283	416
147883	417
92589	418
64342	419
122751	420
161032	421
119289	422
13191	423
60267	424
85802	425
76246	426
44263	427
100510	428
8209	429
31248	430
106257	431
94072	432
67581	433
87482	434
167069	435
59451	436
151160	437
10141	438
7592	439
163279	440
57805	441
2823	442
133443	443
89088	444
132423	445
6318	446
108744	447
25745	448
21864	449
116657	450
114134	451
116681	452
34630	453
40567	454
73651	455
119910	456
112014	457
162719	458
1394	459
618	460
155359	461
86351	462
53770	463
88368	464
66150	465
140396	466
21979	467
127267	468
9541	469
2490	470
130961	471
133893	472
18809	473
106210	474
15076	475
141563	476
127246	477
18078	478
54788	479
19812	480
93260	481
102535	482
161817	483
109172	484
83798	485
4913	486
148125	487
73530	488
163293	489
143126	490
108484	491
96671	492
104645	493
48341	494
67077	495
30005	496
137638	497
106882	498
14941	499
107381	500
113901	501
144892	502
19529	503
63179	504
95699	505
155253	506
86623	507
36004	508
69476	509
162241	510
147804	511
1086	512
22967	513
153684	514
75990	515
4779	516
125813	517
86423	518
138474	519
24745	520
162420	521
102331	522
136352	523
78550	524
75597	525
58111	526
126330	527
154015	528
129298	529
164746	530
102765	531
51947	532
30575	533
66082	534
52288	535
143147	536
22397	537
113923	538
84972	539
74285	540
137617	541
59569	542
109411	543
125750	544
38700	545
114864	546
145939	547
20950	548
142427	549
61551	550
20787	551
143959	552
76029	553
54075	554
27686	555
161577	556
99897	557
165966	558
76726	559
140176	560
166606	561
138471	562
111763	563
97374	564
106914	565
68074	566
93488	567
132460	568
75895	569
27127	570
39098	571
133300	572
78584	573
16566	574
115302	575
59066	576
92610	577
167393	578
147936	579
17872	580
19424	581
77998	582
142319	583
4793	584
19284	585
104126	586
57440	587
120055	588
140764	589
102779	590
138204	591
100166	592
43988	593
47112	594
48574	595
135526	596
166738	597
107898	598
147509	599
140814	600
17488	601
164474	602
111108	603
151089	604
130791	605
74882	606
10981	607
77379	608
98826	609
102934	610
83623	611
48281	612
37150	613
79161	614
60039	615
9591	616
69786	617
17990	618
91360	619
5726	620
106555	621
71686	622
162282	623
51413	624
63209	625
146898	626
29184	627
8665	628
109763	629
121433	630
51550	631
53828	632
153621	633
70531	634
16987	635
9548	636
28856	637
87111	638
104294	639
134899	640
107985	641
9597	642
69672	643
85758	644
28470	645
131390	646
49929	647
117888	648
41784	649
84571	650
21412	651
160	652
117953	653
163800	654
13633	655
115841	656
164041	657
124296	658
91457	659
55563	660
104087	661
7813	662
65330	663
58341	664
86836	665
151477	666
24758	667
145915	668
165087	669
200	670
154321	671
86617	672
84073	673
49576	674
123991	675
54861	676
120127	677
78599	678
120480	679
97353	680
83821	681
152944	682
93984	683
128330	684
103482	685
160116	686
134413	687
130590	688
60990	689
92069	690
20050	691
28370	692
26352	693
118933	694
72566	695
16094	696
148927	697
101172	698
75664	699
100291	700
149522	701
1564	702
7325	703
96662	704
43351	705
163752	706
130459	707
102847	708
38549	709
108110	710
104088	711
52017	712
23954	713
74278	714
40041	715
76351	716
45950	717
9369	718
17319	719
19800	720
153951	721
10892	722
142026	723
16850	724
164207	725
94101	726
1380	727
42481	728
116509	729
114517	730
132762	731
132027	732
168137	733
155354	734
136542	735
131035	736
165747	737
20211	738
24275	739
85112	740
78833	741
115604	742
23319	743
159214	744
37133	745
118687	746
61113	747
103307	748
31479	749
52071	750
28017	751
35666	752
54028	753
146706	754
133069	755
149237	756
59409	757
160729	758
137304	759
6631	760
159484	761
26891	762
57571	763
12193	764
75868	765
58659	766
123760	767
91973	768
32221	769
157011	770
96390	771
150574	772
140594	773
80094	774
45987	775
152407	776
56950	777
31924	778
72084	779
11919	780
82891	781
18840	782
86998	783
70238	784
58484	785
55392	786
40228	787
8628	788
133584	789
148725	790
13506	791
7070	792
105666	793
112888	794
27752	795
88588	796
146119	797
70376	798
77955	799
141502	800
35766	801
121354	802
57828	803
90306	804
94022	805
41027	806
80026	807
34161	808
10603	809
88053	810
16325	811
15243	812
135738	813
105975	814
164308	815
108851	816
2394	817
3705	818
104288	819
110297	820
156594	821
42910	822
97640	823
69497	824
66037	825
156152	826
68370	827
134575	828
134112	829
159120	830
167844	831
138540	832
47029	833
134672	834
107499	835
119101	836
102576	837
65970	838
29186	839
55287	840
2403	841
72459	842
53187	843
622	844
92440	845
26703	846
15653	847
6635	848
67948	849
118739	850
2702	851
45442	852
110996	853
106019	854
14063	855
121847	856
58879	857
63971	858
53427	859
17849	860
128756	861
136017	862
36092	863
23839	864
31069	865
6632	866
151958	867
77903	868
114109	869
92740	870
85208	871
68761	872
52182	873
56765	874
133909	875
64741	876
68076	877
38401	878
116049	879
11292	880
110879	881
39738	882
59639	883
75204	884
108170	885
150434	886
117577	887
118318	888
165116	889
72226	890
89825	891
29091	892
63472	893
97633	894
78368	895
45136	896
49241	897
32711	898
160754	899
8588	900
151428	901
137446	902
111214	903
25504	904
66043	905
66519	906
56095	907
53280	908
118755	909
85530	910
150720	911
125526	912
72360	913
133414	914
127468	915
31712	916
35711	917
116344	918
104072	919
87202	920
135598	921
18458	922
122391	923
107142	924
30029	925
20888	926
84486	927
66424	928
164404	929
154938	930
79815	931
24537	932
24551	933
135332	934
112079	935
129805	936
137727	937
52997	938
119848	939
80079	940
94548	941
38992	942
65683	943
29689	944
132167	945
17721	946
164950	947
73404	948
54253	949
91074	950
143009	951
103763	952
64326	953
131706	954
12142	955
16880	956
78607	957
88604	958
90860	959
85960	960
131492	961
60201	962
56275	963
70387	964
65701	965
108054	966
140621	967
128465	968
2598	969
109541	970
164341	971
155464	972
79730	973
25394	974
57270	975
69155	976
12819	977
87449	978
59449	979
70322	980
134057	981
127524	982
40884	983
14219	984
157870	985
84718	986
76502	987
118641	988
151319	989
95608	990
90908	991
66037	992
151912	993
120367	994
91710	995
89701	996
29643	997
122440	998
17785	999
158750	1000
3567	1001
59066	1002
149281	1003
116024	1004
32890	1005
68176	1006
40022	1007
4304	1008
149821	1009
8921	1010
163989	1011
37170	1012
106420	1013
163742	1014
94144	1015
139787	1016
95911	1017
71932	1018
148658	1019
31289	1020
22045	1021
52757	1022
157466	1023
11329	1024
131154	1025
113999	1026
112347	1027
160241	1028
145365	1029
134515	1030
85971	1031
107449	1032
60264	1033
89944	1034
114072	1035
137820	1036
88735	1037
165343	1038
155458	1039
10127	1040
98533	1041
76541	1042
582	1043
131657	1044
40898	1045
754	1046
8866	1047
129060	1048
30139	1049
120868	1050
123980	1051
46276	1052
10613	1053
122335	1054
163103	1055
5848	1056
134394	1057
73125	1058
106991	1059
113428	1060
15355	1061
162897	1062
111935	1063
100202	1064
11255	1065
50612	1066
91425	1067
73323	1068
120637	1069
11297	1070
39313	1071
116829	1072
80285	1073
28628	1074
76030	1075
15028	1076
153454	1077
61142	1078
149141	1079
95086	1080
28056	1081
54930	1082
80904	1083
88142	1084
89490	1085
127633	1086
96103	1087
624	1088
108286	1089
86198	1090
163741	1091
93269	1092
86997	1093
24142	1094
28061	1095
120518	1096
37642	1097
76502	1098
67983	1099
152966	1100
49481	1101
141776	1102
110566	1103
121000	1104
55818	1105
149247	1106
132122	1107
35875	1108
39756	1109
83627	1110
78220	1111
121552	1112
137693	1113
53472	1114
138594	1115
6529	1116
116255	1117
118406	1118
83870	1119
13981	1120
19966	1121
145967	1122
167916	1123
147350	1124
61716	1125
135402	1126
14974	1127
86091	1128
44758	1129
51361	1130
140967	1131
116614	1132
33570	1133
104080	1134
116427	1135
31499	1136
104319	1137
7409	1138
141859	1139
77445	1140
100271	1141
76186	1142
24753	1143
9522	1144
111307	1145
84126	1146
49480	1147
142276	1148
87624	1149
51896	1150
118660	1151
50093	1152
3043	1153
138104	1154
80608	1155
54097	1156
107061	1157
101960	1158
32082	1159
163567	1160
61967	1161
26464	1162
27115	1163
58190	1164
164106	1165
4916	1166
113552	1167
21683	1168
62630	1169
34691	1170
15273	1171
55057	1172
12636	1173
125410	1174
27743	1175
110271	1176
156221	1177
88175	1178
31486	1179
149111	1180
25776	1181
145754	1182
129446	1183
27188	1184
16741	1185
69905	1186
101843	1187
142010	1188
31637	1189
119759	1190
31711	1191
93060	1192
33517	1193
48331	1194
157158	1195
46883	1196
138783	1197
135989	1198
152386	1199
88513	1200
95843	1201
56740	1202
34092	1203
61820	1204
152828	1205
123346	1206
135398	1207
18002	1208
132052	1209
25591	1210
20361	1211
137700	1212
66268	1213
95231	1214
151917	1215
10971	1216
73442	1217
81476	1218
77508	1219
56798	1220
5419	1221
63479	1222
15444	1223
120976	1224
20066	1225
47948	1226
136781	1227
131409	1228
121339	1229
55103	1230
72798	1231
38476	1232
26323	1233
134353	1234
63521	1235
105610	1236
4255	1237
24978	1238
156393	1239
12114	1240
33403	1241
133348	1242
111447	1243
8565	1244
128493	1245
64024	1246
84014	1247
19476	1248
85464	1249
22789	1250
127815	1251
74326	1252
52183	1253
120431	1254
45178	1255
155804	1256
136783	1257
47748	1258
167112	1259
59043	1260
9866	1261
11285	1262
88125	1263
33841	1264
108129	1265
22436	1266
135345	1267
109820	1268
83179	1269
167703	1270
129269	1271
116811	1272
24514	1273
66303	1274
99203	1275
144223	1276
105786	1277
66095	1278
65538	1279
141428	1280
126350	1281
156962	1282
71290	1283
35281	1284
138482	1285
29033	1286
89234	1287
111625	1288
106829	1289
21099	1290
16491	1291
34349	1292
92557	1293
27471	1294
66609	1295
153876	1296
25816	1297
38800	1298
10715	1299
26586	1300
113582	1301
54837	1302
9682	1303
119354	1304
144113	1305
135647	1306
96611	1307
123051	1308
159860	1309
151706	1310
106050	1311
64956	1312
111221	1313
44036	1314
27549	1315
77066	1316
96890	1317
2125	1318
20084	1319
79912	1320
5946	1321
82897	1322
42664	1323
155359	1324
14737	1325
39819	1326
32213	1327
148861	1328
112078	1329
74150	1330
158132	1331
133978	1332
48959	1333
144686	1334
20681	1335
144845	1336
108353	1337
145293	1338
110116	1339
5185	1340
20192	1341
67603	1342
83296	1343
103821	1344
147234	1345
116147	1346
40306	1347
82397	1348
15226	1349
27914	1350
120687	1351
4107	1352
81886	1353
120516	1354
133285	1355
168133	1356
4455	1357
29833	1358
102357	1359
151765	1360
112965	1361
155903	1362
63522	1363
132385	1364
107711	1365
68773	1366
85930	1367
145049	1368
132204	1369
145300	1370
3772	1371
121721	1372
84080	1373
61080	1374
67395	1375
111541	1376
114066	1377
49330	1378
92351	1379
15521	1380
59946	1381
80380	1382
149408	1383
85691	1384
758	1385
16077	1386
125964	1387
17569	1388
146676	1389
64685	1390
84545	1391
105635	1392
19827	1393
124838	1394
159596	1395
88841	1396
12127	1397
138892	1398
135413	1399
141371	1400
24618	1401
47207	1402
166467	1403
133458	1404
42258	1405
46630	1406
15032	1407
103230	1408
132550	1409
148870	1410
149007	1411
135857	1412
71504	1413
48626	1414
61982	1415
17442	1416
161820	1417
60923	1418
41832	1419
44148	1420
26897	1421
28239	1422
101098	1423
67150	1424
144032	1425
164915	1426
102202	1427
142771	1428
122291	1429
167281	1430
167902	1431
156680	1432
145736	1433
20112	1434
35480	1435
27641	1436
6002	1437
60577	1438
148191	1439
100676	1440
136161	1441
52316	1442
46824	1443
99448	1444
29197	1445
142905	1446
119035	1447
136297	1448
38566	1449
147821	1450
83202	1451
160697	1452
141496	1453
25550	1454
72485	1455
71997	1456
15285	1457
79499	1458
53502	1459
23391	1460
125683	1461
95912	1462
31810	1463
47046	1464
89521	1465
149345	1466
45330	1467
21255	1468
67125	1469
71270	1470
104928	1471
111525	1472
28802	1473
148636	1474
78865	1475
58902	1476
49440	1477
96897	1478
127263	1479
141726	1480
147418	1481
19955	1482
61719	1483
12354	1484
53784	1485
73269	1486
4190	1487
48732	1488
87826	1489
26558	1490
106319	1491
49378	1492
15152	1493
3918	1494
143657	1495
28156	1496
157069	1497
69989	1498
145130	1499
162918	1500
127908	1501
15401	1502
57170	1503
158562	1504
114446	1505
41977	1506
103200	1507
13409	1508
126497	1509
138228	1510
6090	1511
145777	1512
119753	1513
120217	1514
13924	1515
127484	1516
18947	1517
50259	1518
164106	1519
87709	1520
72272	1521
136986	1522
102439	1523
114163	1524
76355	1525
130534	1526
1127	1527
93849	1528
8723	1529
34577	1530
117491	1531
166484	1532
988	1533
137816	1534
20226	1535
105184	1536
281	1537
30267	1538
37389	1539
136373	1540
77710	1541
160325	1542
66708	1543
81859	1544
166193	1545
28775	1546
34835	1547
33362	1548
82444	1549
52827	1550
114291	1551
120517	1552
14515	1553
79771	1554
108937	1555
92505	1556
156937	1557
33490	1558
22867	1559
82362	1560
55553	1561
58677	1562
101495	1563
45979	1564
44020	1565
45603	1566
18457	1567
160159	1568
84695	1569
75526	1570
15589	1571
82007	1572
8232	1573
18573	1574
167449	1575
46949	1576
139191	1577
137361	1578
75303	1579
63363	1580
57485	1581
34603	1582
40438	1583
114254	1584
51075	1585
114084	1586
134710	1587
72809	1588
5335	1589
4330	1590
130829	1591
15813	1592
83582	1593
80319	1594
83797	1595
117060	1596
100676	1597
86865	1598
9903	1599
162522	1600
104045	1601
55005	1602
47946	1603
71600	1604
19071	1605
119833	1606
95454	1607
37653	1608
29811	1609
33601	1610
131228	1611
12633	1612
38979	1613
106280	1614
93248	1615
89437	1616
130586	1617
79547	1618
107516	1619
90743	1620
142416	1621
31519	1622
167862	1623
26686	1624
11727	1625
27995	1626
69466	1627
76088	1628
93291	1629
58460	1630
120077	1631
98459	1632
54587	1633
90834	1634
50394	1635
12549	1636
141824	1637
153910	1638
67784	1639
122995	1640
144458	1641
17403	1642
104039	1643
58326	1644
105371	1645
21871	1646
108840	1647
4246	1648
166929	1649
115424	1650
15409	1651
126271	1652
33199	1653
51406	1654
79211	1655
106527	1656
10588	1657
100196	1658
116501	1659
116941	1660
54912	1661
112579	1662
47359	1663
80762	1664
164447	1665
14830	1666
103879	1667
66848	1668
104725	1669
132673	1670
159522	1671
48653	1672
91047	1673
159500	1674
38014	1675
167022	1676
92230	1677
160140	1678
37844	1679
35391	1680
166873	1681
45243	1682
153572	1683
41845	1684
134237	1685
1925	1686
18090	1687
90351	1688
58057	1689
145204	1690
100802	1691
81406	1692
36132	1693
56538	1694
142363	1695
34435	1696
141782	1697
16768	1698
79173	1699
163326	1700
71041	1701
109314	1702
96864	1703
165674	1704
80277	1705
46535	1706
19421	1707
106091	1708
162979	1709
74394	1710
78694	1711
40343	1712
150984	1713
55356	1714
8745	1715
77881	1716
8131	1717
130448	1718
68465	1719
88910	1720
13169	1721
84974	1722
81552	1723
24326	1724
133559	1725
70728	1726
102430	1727
39190	1728
141839	1729
60507	1730
109582	1731
112555	1732
63294	1733
144957	1734
88504	1735
147671	1736
60004	1737
77701	1738
76536	1739
19019	1740
51432	1741
34615	1742
49462	1743
25606	1744
66942	1745
114857	1746
150420	1747
90738	1748
17378	1749
92622	1750
73642	1751
132404	1752
104882	1753
38562	1754
69910	1755
155532	1756
27169	1757
155842	1758
46517	1759
163501	1760
43292	1761
53931	1762
126692	1763
150030	1764
155192	1765
70400	1766
161752	1767
38591	1768
130939	1769
20649	1770
88043	1771
105697	1772
135662	1773
60412	1774
162911	1775
132414	1776
42065	1777
166166	1778
103952	1779
14473	1780
150483	1781
17589	1782
9441	1783
80538	1784
158380	1785
96654	1786
126391	1787
41729	1788
114991	1789
99218	1790
60118	1791
90719	1792
37987	1793
114010	1794
52550	1795
16844	1796
118939	1797
82581	1798
157108	1799
156697	1800
161572	1801
164290	1802
148172	1803
58196	1804
114720	1805
158333	1806
158132	1807
32500	1808
86777	1809
94220	1810
55639	1811
41892	1812
92715	1813
108566	1814
121157	1815
15980	1816
5763	1817
135387	1818
82552	1819
4409	1820
54370	1821
132435	1822
36857	1823
142892	1824
27663	1825
107658	1826
87882	1827
37036	1828
14343	1829
102586	1830
48706	1831
82809	1832
156240	1833
61833	1834
119222	1835
120133	1836
93688	1837
54325	1838
76050	1839
40197	1840
27858	1841
130584	1842
102188	1843
115614	1844
122513	1845
54813	1846
109669	1847
155189	1848
116553	1849
108682	1850
61826	1851
76277	1852
128012	1853
84199	1854
34054	1855
63808	1856
97656	1857
112189	1858
32882	1859
98943	1860
75990	1861
78504	1862
95806	1863
14954	1864
2772	1865
56255	1866
158452	1867
106460	1868
98935	1869
81582	1870
103392	1871
50425	1872
164757	1873
16737	1874
29199	1875
43909	1876
62906	1877
105736	1878
23156	1879
93268	1880
89603	1881
78977	1882
125253	1883
152572	1884
107194	1885
121468	1886
52712	1887
112692	1888
128332	1889
122335	1890
82329	1891
53681	1892
16576	1893
114338	1894
4584	1895
7579	1896
152798	1897
55990	1898
115384	1899
46170	1900
85265	1901
34019	1902
150053	1903
85881	1904
128013	1905
23565	1906
24010	1907
29163	1908
145779	1909
31693	1910
157325	1911
18743	1912
89491	1913
112467	1914
109595	1915
91068	1916
82051	1917
112284	1918
8490	1919
4832	1920
41423	1921
118067	1922
165545	1923
1677	1924
58869	1925
130163	1926
161296	1927
21994	1928
165593	1929
86952	1930
84038	1931
44976	1932
138100	1933
123213	1934
75151	1935
151815	1936
70182	1937
41020	1938
167957	1939
150626	1940
143564	1941
61989	1942
38228	1943
129990	1944
96093	1945
33265	1946
42352	1947
75370	1948
80940	1949
109140	1950
88162	1951
100819	1952
53640	1953
120873	1954
35885	1955
43850	1956
80474	1957
32704	1958
21663	1959
95309	1960
139019	1961
94304	1962
112079	1963
103882	1964
45597	1965
71240	1966
33305	1967
138559	1968
123487	1969
41698	1970
35019	1971
79392	1972
78361	1973
139904	1974
85204	1975
86793	1976
67267	1977
129481	1978
68205	1979
8572	1980
63907	1981
41185	1982
124682	1983
105640	1984
11336	1985
119216	1986
37524	1987
137351	1988
167821	1989
153799	1990
13240	1991
119770	1992
91574	1993
147869	1994
138062	1995
107652	1996
140985	1997
69350	1998
118054	1999
138630	2000
32507	2001
146215	2002
162583	2003
59385	2004
134655	2005
167080	2006
44214	2007
82726	2008
95026	2009
36527	2010
32813	2011
124312	2012
151977	2013
139954	2014
41453	2015
146256	2016
11431	2017
97123	2018
110217	2019
80977	2020
40508	2021
145248	2022
87785	2023
55488	2024
161442	2025
44793	2026
155940	2027
27544	2028
31761	2029
122863	2030
71728	2031
68857	2032
126156	2033
59830	2034
148153	2035
20169	2036
45157	2037
153170	2038
150190	2039
27033	2040
138052	2041
46808	2042
48199	2043
44296	2044
112159	2045
105759	2046
72450	2047
21923	2048
162672	2049
27240	2050
42846	2051
73181	2052
107401	2053
15230	2054
146953	2055
82576	2056
92320	2057
65177	2058
41872	2059
139271	2060
9065	2061
57353	2062
23567	2063
42690	2064
109150	2065
159827	2066
117747	2067
36207	2068
118673	2069
104419	2070
11234	2071
25108	2072
97849	2073
92017	2074
134028	2075
75414	2076
12444	2077
135771	2078
66363	2079
15520	2080
113164	2081
66912	2082
100079	2083
29514	2084
92512	2085
89381	2086
73062	2087
36919	2088
86411	2089
39002	2090
131763	2091
95512	2092
151328	2093
66268	2094
164591	2095
42270	2096
81587	2097
149803	2098
152971	2099
46755	2100
34680	2101
108569	2102
10061	2103
142531	2104
35490	2105
28317	2106
143973	2107
141603	2108
154024	2109
13533	2110
34674	2111
84730	2112
137663	2113
50320	2114
166217	2115
151551	2116
80776	2117
109387	2118
62523	2119
137346	2120
167467	2121
140591	2122
17708	2123
136224	2124
134998	2125
46591	2126
63523	2127
87948	2128
142968	2129
71461	2130
161716	2131
44345	2132
32438	2133
125107	2134
139682	2135
39570	2136
24999	2137
54432	2138
105373	2139
163423	2140
133826	2141
58614	2142
119049	2143
140780	2144
154445	2145
51711	2146
166659	2147
76869	2148
155313	2149
72298	2150
63952	2151
125076	2152
6684	2153
114474	2154
116093	2155
20889	2156
16801	2157
69449	2158
5742	2159
144860	2160
132392	2161
98550	2162
65038	2163
63122	2164
126363	2165
28785	2166
56851	2167
5197	2168
112445	2169
60873	2170
124814	2171
118694	2172
13933	2173
118263	2174
109210	2175
45405	2176
53075	2177
6867	2178
97559	2179
79967	2180
18087	2181
720	2182
76262	2183
27412	2184
1883	2185
17282	2186
21956	2187
101567	2188
133044	2189
88779	2190
142968	2191
81371	2192
19421	2193
60153	2194
120692	2195
154306	2196
1168	2197
166345	2198
19860	2199
28485	2200
71349	2201
75707	2202
31953	2203
106253	2204
52869	2205
49362	2206
22316	2207
73182	2208
57129	2209
116429	2210
130915	2211
133736	2212
78939	2213
8381	2214
155381	2215
156888	2216
50454	2217
56702	2218
16882	2219
32688	2220
27160	2221
13918	2222
11885	2223
100093	2224
138458	2225
9156	2226
12528	2227
131802	2228
131368	2229
39105	2230
46872	2231
84854	2232
159660	2233
75299	2234
12895	2235
75826	2236
110674	2237
134022	2238
86792	2239
95701	2240
91178	2241
151747	2242
17316	2243
107016	2244
78832	2245
126721	2246
120062	2247
27287	2248
55203	2249
128434	2250
163073	2251
161420	2252
141204	2253
14456	2254
56519	2255
6264	2256
168085	2257
26324	2258
41507	2259
54825	2260
164616	2261
127780	2262
66900	2263
167921	2264
147834	2265
146339	2266
21055	2267
127602	2268
34348	2269
127680	2270
89108	2271
89021	2272
123336	2273
134536	2274
126992	2275
103336	2276
153469	2277
137109	2278
133918	2279
50122	2280
67332	2281
60806	2282
88850	2283
136702	2284
147083	2285
77472	2286
92678	2287
11535	2288
47628	2289
136838	2290
103981	2291
91824	2292
9150	2293
23920	2294
127387	2295
114125	2296
82868	2297
25211	2298
118375	2299
147161	2300
76102	2301
117655	2302
142162	2303
166253	2304
88641	2305
54517	2306
87930	2307
77782	2308
139599	2309
54189	2310
99632	2311
18950	2312
70310	2313
19552	2314
24439	2315
122958	2316
161107	2317
160532	2318
106467	2319
95294	2320
77168	2321
44830	2322
14917	2323
74568	2324
134770	2325
98739	2326
42069	2327
53101	2328
96630	2329
15252	2330
163207	2331
66287	2332
67471	2333
11969	2334
94413	2335
144871	2336
107375	2337
17580	2338
117933	2339
18514	2340
134573	2341
134099	2342
38892	2343
93819	2344
107694	2345
111644	2346
119541	2347
83922	2348
158636	2349
125295	2350
68990	2351
146618	2352
27295	2353
58267	2354
38084	2355
106651	2356
57622	2357
5992	2358
28867	2359
71392	2360
19294	2361
10084	2362
77539	2363
84181	2364
124905	2365
136324	2366
89537	2367
129801	2368
71431	2369
130796	2370
44769	2371
93973	2372
43061	2373
129492	2374
125307	2375
73966	2376
8237	2377
6284	2378
149894	2379
56015	2380
41621	2381
20090	2382
16570	2383
144062	2384
4446	2385
10559	2386
137611	2387
904	2388
143420	2389
52694	2390
98505	2391
100579	2392
11417	2393
16315	2394
12751	2395
162506	2396
112985	2397
147645	2398
111588	2399
137689	2400
12953	2401
72485	2402
120790	2403
2303	2404
156187	2405
89163	2406
94643	2407
17282	2408
133861	2409
95646	2410
77180	2411
36059	2412
75376	2413
106713	2414
135818	2415
43017	2416
17704	2417
135846	2418
71766	2419
5627	2420
141232	2421
41773	2422
43592	2423
100226	2424
146625	2425
146520	2426
119410	2427
135875	2428
79612	2429
150617	2430
100374	2431
52486	2432
123170	2433
72284	2434
102521	2435
19826	2436
129424	2437
115625	2438
65615	2439
99100	2440
50546	2441
54200	2442
112730	2443
4358	2444
22839	2445
40751	2446
9030	2447
38359	2448
72861	2449
77428	2450
109433	2451
79418	2452
28154	2453
96642	2454
11032	2455
110281	2456
24749	2457
49211	2458
48249	2459
151002	2460
118568	2461
96348	2462
167653	2463
103832	2464
76501	2465
137932	2466
38886	2467
25383	2468
34082	2469
69753	2470
98327	2471
93037	2472
66967	2473
56707	2474
134799	2475
168107	2476
66362	2477
77510	2478
102228	2479
91948	2480
45279	2481
149799	2482
92986	2483
92589	2484
55250	2485
82593	2486
21805	2487
33853	2488
115308	2489
145090	2490
57207	2491
141915	2492
1320	2493
95828	2494
162727	2495
164429	2496
20578	2497
58330	2498
137573	2499
